Type,Source,Original,Translation
description,versions-45-/data/all_mob_heads/advancement/collection/sheeps/black_sheep.json,1% with Looting I then + 0.2% per Looting,掠奪 I 為 1%，多一級掠奪 + 0.2%
description,versions-45-/data/all_mob_heads/advancement/collection/sheeps/white_sheep.json,1% with Looting I then + 0.2% per Looting,掠奪 I 為 1%，多一級掠奪 + 0.2%
description,versions-45-/data/all_mob_heads/advancement/collection/hostiles/classics/phantom.json,1% with Looting I then + 1% per Looting,掠奪 I 為 1%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/nether/hoglin.json,1% with Looting I then + 1% per Looting,掠奪 I 為 1%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/nether/zoglin.json,1% with Looting I then + 1% per Looting,掠奪 I 為 1%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/sea/sea_passive/cod.json,1% with Looting I then + 1% per Looting,掠奪 I 為 1%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/sea/sea_passive/salmon.json,1% with Looting I then + 1% per Looting,掠奪 I 為 1%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/sea/sea_passive/tropical_fish.json,1% with Looting I then + 1% per Looting,掠奪 I 為 1%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/pink_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/lime_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/green_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/orange_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/white_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/cyan_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/light_gray_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/purple_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/light_blue_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/magenta_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/red_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/gray_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/blue_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/black_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/yellow_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/dogs/brown_collared_dog.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/angry_spotted_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/angry_black_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/angry_ashen_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/angry_snowy_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/spotted_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/rusty_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/angry_woods_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/angry_pale_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/angry_striped_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/woods_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/chestnut_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/angry_rusty_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/striped_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/snowy_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/angry_chestnut_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/black_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/pale_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/ashen_wolf.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/sea/sea_passive/turtle.json,1% with Looting I then + 10% per Looting,掠奪 I 為 1%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/passives/armadillo_scared.json,1% with Looting I then + 2% per Looting,掠奪 I 為 1%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/passives/armadillo.json,1% with Looting I then + 2% per Looting,掠奪 I 為 1%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/bees/pollinated_bee.json,1% with Looting I then + 2% per Looting,掠奪 I 為 1%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/bees/bee.json,1% with Looting I then + 2% per Looting,掠奪 I 為 1%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/foxes/fox.json,1% with Looting I then + 2% per Looting,掠奪 I 為 1%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/canidae/foxes/white_fox.json,1% with Looting I then + 2% per Looting,掠奪 I 為 1%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/hostiles/classics/breeze.json,1% with Looting I then + 2% per Looting,掠奪 I 為 1%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/hostiles/classics/bogged.json,1% with Looting I then + 2% per Looting,掠奪 I 為 1%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/sea/sea_hostile/drowned.json,1% with Looting I then + 2% per Looting,掠奪 I 為 1%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/bees/angry_bee.json,1% with Looting I then + 2% per Looting.,掠奪 I 為 1%，多一級掠奪 + 2%。
description,versions-45-/data/all_mob_heads/advancement/collection/bees/pollinated_angry_bee.json,1% with Looting I then + 2% per Looting.,掠奪 I 為 1%，多一級掠奪 + 2%。
description,versions-45-/data/all_mob_heads/advancement/collection/sea/sea_passive/pufferfish.json,1% with Looting I then + 5% per Looting,掠奪 I 為 1%，多一級掠奪 + 5%。
description,versions-45-/data/all_mob_heads/advancement/collection/sea/axolotls/axolotl_lucy.json,1% with Looting I then + 5% per Looting,掠奪 I 為 1%，多一級掠奪 + 5%。
description,versions-45-/data/all_mob_heads/advancement/collection/sea/axolotls/axolotl_blue.json,1% with Looting I then + 5% per Looting,掠奪 I 為 1%，多一級掠奪 + 5%。
description,versions-45-/data/all_mob_heads/advancement/collection/sea/axolotls/axolotl_cyan.json,1% with Looting I then + 5% per Looting,掠奪 I 為 1%，多一級掠奪 + 5%。
description,versions-45-/data/all_mob_heads/advancement/collection/sea/axolotls/axolotl_gold.json,1% with Looting I then + 5% per Looting,掠奪 I 為 1%，多一級掠奪 + 5%。
description,versions-45-/data/all_mob_heads/advancement/collection/sea/axolotls/axolotl_wild.json,1% with Looting I then + 5% per Looting,掠奪 I 為 1%，多一級掠奪 + 5%。
description,versions-45-/data/all_mob_heads/advancement/collection/frogs/warm_frog.json,1% with Looting I then + 5% per Looting,掠奪 I 為 1%，多一級掠奪 + 5%。
description,versions-45-/data/all_mob_heads/advancement/collection/frogs/cold_frog.json,1% with Looting I then + 5% per Looting,掠奪 I 為 1%，多一級掠奪 + 5%。
description,versions-45-/data/all_mob_heads/advancement/collection/frogs/temperate_frog.json,1% with Looting I then + 5% per Looting,掠奪 I 為 1%，多一級掠奪 + 5%。
description,versions-45-/data/all_mob_heads/advancement/collection/passives/polar_bear.json,10% with Looting I then + 10% per Looting,掠奪 I 為 10%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/passives/allay.json,10% with Looting I then + 10% per Looting,掠奪 I 為 10%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/horses/donkey.json,10% with Looting I then + 10% per Looting,掠奪 I 為 10%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/jungle/parrots/red_parrot.json,10% with Looting I then + 10% per Looting,掠奪 I 為 10%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/jungle/parrots/cyan_parrot.json,10% with Looting I then + 10% per Looting,掠奪 I 為 10%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/jungle/parrots/gray_parrot.json,10% with Looting I then + 10% per Looting,掠奪 I 為 10%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/jungle/parrots/green_parrot.json,10% with Looting I then + 10% per Looting,掠奪 I 為 10%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/jungle/parrots/blue_parrot.json,10% with Looting I then + 10% per Looting,掠奪 I 為 10%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/cats/jellie_cat.json,10% with Looting I then + 2% per Looting,掠奪 I 為 10%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/cats/persian_cat.json,10% with Looting I then + 2% per Looting,掠奪 I 為 10%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/cats/black_cat.json,10% with Looting I then + 2% per Looting,掠奪 I 為 10%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/cats/tuxedo_cat.json,10% with Looting I then + 2% per Looting,掠奪 I 為 10%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/cats/tabby_cat.json,10% with Looting I then + 2% per Looting,掠奪 I 為 10%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/cats/calico_cat.json,10% with Looting I then + 2% per Looting,掠奪 I 為 10%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/cats/white_cat.json,10% with Looting I then + 2% per Looting,掠奪 I 為 10%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/cats/ginger_cat.json,10% with Looting I then + 2% per Looting,掠奪 I 為 10%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/cats/ragdoll_cat.json,10% with Looting I then + 2% per Looting,掠奪 I 為 10%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/cats/british_shorthair_cat.json,10% with Looting I then + 2% per Looting,掠奪 I 為 10%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/cats/siamese_cat.json,10% with Looting I then + 2% per Looting,掠奪 I 為 10%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/nether/piglin_brute.json,10% with Looting I then + 2% per Looting,掠奪 I 為 10%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/jungle/other/ocelot.json,10% with Looting I then + 2% per Looting,掠奪 I 為 10%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/hostiles/anti_villagers/illusioner.json,10% with Looting I then + 2% per Looting. Rename a Vindicator 'illusioner' to summon it,掠奪 I 為 10%，多一級掠奪為 2%。將衛道士重新命名為“illusioner”以召喚它
description,versions-45-/data/all_mob_heads/advancement/collection/goats/screaming_goat.json,100% with Looting,有掠奪附魔時，100%
description,versions-45-/data/all_mob_heads/advancement/collection/goats/screaming_goat_left_horn.json,100% with Looting,有掠奪附魔時，100%
description,versions-45-/data/all_mob_heads/advancement/collection/goats/screaming_goat_without_horns.json,100% with Looting,有掠奪附魔時，100%
description,versions-45-/data/all_mob_heads/advancement/collection/goats/screaming_goat_right_horn.json,100% with Looting,有掠奪附魔時，100%
description,versions-45-/data/all_mob_heads/advancement/collection/hostiles/classics/charged_creeper.json,100% with Looting,有掠奪附魔時，100%
description,versions-45-/data/all_mob_heads/advancement/collection/bosses/wither.json,100% with Looting,有掠奪附魔時，100%
description,versions-45-/data/all_mob_heads/advancement/collection/bosses/invulnerable_wither.json,100% with Looting,有掠奪附魔時，100%
description,versions-45-/data/all_mob_heads/advancement/collection/bosses/blue_wither.json,100% with Looting,有掠奪附魔時，100%
description,versions-45-/data/all_mob_heads/advancement/collection/bosses/warden.json,100% with Looting,有掠奪附魔時，100%
description,versions-45-/data/all_mob_heads/advancement/collection/bosses/invulnerable_blue_wither.json,100% with Looting,有掠奪附魔時，100%
description,versions-45-/data/all_mob_heads/advancement/collection/horses/zombie_horse.json,100%. renamed a Skeleton Horse 'zombie',100%。將骷髏馬重新命名為“zombie”
description,versions-45-/data/all_mob_heads/advancement/collection/passives/sniffer.json,2.5% with Looting I then + 1% per Looting,掠奪 I 為 2.5%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/vanilla/wither_skeleton.json,2.5% with Looting I then + 1% per Looting,掠奪 I 為 2.5%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/passives/snow_golem.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/passives/snowman.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/hostiles/classics/silverfish.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/hostiles/anti_villagers/charging_vex.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/hostiles/anti_villagers/vex.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/end/classics/endermite.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/nether/cold_strider.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/nether/strider.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/horses/gray_horse.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/horses/brown_horse.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/horses/chestnut_horse.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/horses/white_horse.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/horses/black_horse.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/horses/dark_brown_horse.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/horses/creamy_horse.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/jungle/pandas/weak_panda.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/jungle/pandas/aggressive_panda.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/jungle/pandas/panda.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/jungle/pandas/playful_panda.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/jungle/pandas/brown_panda.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/jungle/pandas/lazy_panda.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/jungle/pandas/worried_panda.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/sea/sea_passive/glow_squid.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/sea/sea_passive/squid.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/frogs/tadpole.json,2% with Looting I then + 1% per Looting,掠奪 I 為 2%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/sea/sea_passive/dolphin.json,2% with Looting I then + 10% per Looting,掠奪 I 為 2%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/passives/bat.json,2% with Looting I then + 2% per Looting,掠奪 I 為 2%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/horses/mule.json,2% with Looting I then + 5% per Looting,掠奪 I 為 2%，多一級掠奪 + 5%
description,versions-45-/data/all_mob_heads/advancement/collection/hostiles/classics/husk.json,3% with Looting I then + 1% per Looting,掠奪 I 為 3%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/hostiles/anti_villagers/pillager.json,3% with Looting I then + 1% per Looting,掠奪 I 為 3%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/nether/screaming_ghast.json,3% with Looting I then + 1% per Looting,掠奪 I 為 3%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/nether/ghast.json,3% with Looting I then + 1% per Looting,掠奪 I 為 3%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/sea/sea_hostile/elder_guardian.json,30% with Looting I then + 10% per Looting,掠奪 I 為 30%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/llamas/white_llama.json,4% with Looting I then + 2% per Looting,掠奪 I 為 4%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/llamas/creamy_llama.json,4% with Looting I then + 2% per Looting,掠奪 I 為 4%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/llamas/gray_llama.json,4% with Looting I then + 2% per Looting,掠奪 I 為 4%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/llamas/brown_llama.json,4% with Looting I then + 2% per Looting,掠奪 I 為 4%，多一級掠奪 + 2%
description,versions-45-/data/all_mob_heads/advancement/collection/passives/wandering_trader.json,5% with Looting I then + 1% per Looting,掠奪 I 為 5%，多一級掠奪 + 1%
description,versions-45-/data/all_mob_heads/advancement/collection/passives/iron_golem.json,5% with Looting I then + 1% per Looting,掠奪 I 為 5%，多一級掠奪 + 1%
